Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
380,Integrated Prescription Management,11.67,53100000.0,Health,15,Fresno,CA
381,EHD Technologies,11.65,20500000.0,Business Products & Services,106,Brentwood,TN
382,Dynamic Recycling,11.65,13500000.0,Business Products & Services,42,La Crosse,WI
383,HPI,11.61,204700000.0,Energy,153,Houston,TX
384,WebEyeCare,11.57,4700000.0,Retail,8,Langhorne,PA
385,Rigil,11.56,8200000.0,IT Services,38,Washington,DC
386,Seven Swords Media,11.56,8800000.0,Advertising & Marketing,29,Cranston,RI
387,The Premier Group Staffing,11.52,11400000.0,Human Resources,26,Denver,CO
388,Odyssey Telecommunications,11.4,3300000.0,Telecommunications,6,colden,NY
389,Marketsmith,11.38,28100000.0,Advertising & Marketing,23,Parsippany,NJ
390,Channel Partners,11.37,2200000.0,Financial Services,12,Maple Grove,MN
391,BNL,11.36,6000000.0,Government Services,29,Lovettsville,VA
392,Colo5,11.35,7100000.0,IT Services,11,Jacksonville,FL
393,Cornerstone Advisors Group,11.3,6100000.0,Health,26,Georgetown,CT
394,Trend Nation,11.26,7700000.0,Retail,23,Las Vegas,NV
395,Summit 7 Systems,11.25,3200000.0,IT Services,24,Huntsville,AL
396,Adscend Media,11.23,10900000.0,Advertising & Marketing,8,Austin,TX
397,ERP International,11.21,22300000.0,IT Services,170,Laurel,MD
398,Modus eDiscovery,11.2,18000000.0,Business Products & Services,175,Washington,DC
399,4Moms,11.12,16000000.0,Consumer Products & Services,62,Pittsburgh,PA
400,Forward Health,11.07,10500000.0,Health,6,New York,NY
401,GO Auto Recycling,11.06,5700000.0,Retail,30,Jacksonville,FL
402,Company A,11.04,37300000.0,IT Services,21,Austin,TX
403,Lumosity,11.04,23700000.0,Consumer Products & Services,69,San Francisco,CA
404,PalmerHouse Properties,11.03,7200000.0,Real Estate,783,Atlanta,GA
405,Old Town IT,11.01,4100000.0,IT Services,25,Alexandria,VA
406,R.J. Allen & Associates,10.99,14700000.0,Construction,22,Oxford,MS
407,Caneel Group,10.97,7000000.0,Financial Services,20,Gibbsboro,NJ
408,ESAC,10.94,7300000.0,Health,26,Rockville,MD
409,Paramount Business Jets,10.93,4300000.0,Travel & Hospitality,9,Leesburg,VA
410,CarGurus,10.91,17400000.0,Consumer Products & Services,22,Cambridge,MA
411,LinTech Global,10.91,2800000.0,Government Services,14,Farmington Hills,MI
412,Techsol4U,10.89,2200000.0,IT Services,18,Tracy,CA
413,Santa Rosa Consulting,10.87,54100000.0,Health,200,Franklin,TN
414,Merch Makers,10.85,2100000.0,Consumer Products & Services,1,Ames,IA
415,In-Flight Crew Connections,10.83,6900000.0,Travel & Hospitality,332,Charlotte,NC
416,OtterBox,10.81,573900000.0,Consumer Products & Services,600,Fort Collins,CO
417,CoesterVMS,10.8,14200000.0,Real Estate,56,Rockville,MD
418,Grok,10.77,9400000.0,Advertising & Marketing,19,New York,NY
419,Value Card Alliance,10.77,2200000.0,Business Products & Services,8,Phoenix,AZ
420,Five Stones Research,10.76,5100000.0,Government Services,51,Brownsboro,AL
421,Mid Atlantic Professionals TA / SSI,10.76,9200000.0,Government Services,143,Germantown,MD
422,Stonegate Mortgage,10.74,95500000.0,Financial Services,444,Indianapolis,IN
423,Preferred Sands,10.74,351500000.0,Energy,501,Radnor,PA
424,Kenry Home Improvement,10.72,3300000.0,Retail,12,Austin,TX
425,305 Degrees,10.71,10100000.0,Travel & Hospitality,3,Miami beach,FL
426,Special Operations Solutions,10.69,11400000.0,Government Services,33,Silver Spring,MD
427,Tista Science and Technology,10.66,16000000.0,Government Services,150,Rockville,MD
428,Careers In Transition,10.66,5300000.0,Human Resources,26,Tucker,GA
429,Alego Health,10.62,8600000.0,Health,660,Westlake,OH
430,VDart,10.59,20700000.0,IT Services,348,Alpharetta,GA
431,BoomTown,10.58,8100000.0,Software,65,Charleston,SC
432,Yorktown Systems Group,10.57,10700000.0,Government Services,122,Huntsville,AL
433,GreenJobInterview,10.56,2600000.0,Human Resources,20,Costa Mesa,CA
434,Planet Solar,10.55,7600000.0,Construction,35,Santa Barbara,CA
435,Onsite Health Diagnostics,10.5,6700000.0,Health,45,Irving,TX
436,It Works! Global,10.47,200000000.0,Consumer Products & Services,58,Bradenton,FL
437,Infosemantics,10.46,7100000.0,IT Services,50,Flower Mound,TX
438,Kavaliro,10.43,16800000.0,Human Resources,231,Orlando,FL
439,SPICA Computers,10.41,2000000.0,IT Services,30,Jersey City,NJ
440,RePay,10.4,12800000.0,Financial Services,13,Atlanta,GA
441,Refresh Dental Management,10.31,31100000.0,Health,454,Canfield,OH
442,FBS,10.3,2400000.0,Business Products & Services,18,Plano,TX
443,ClearAbility,10.29,2500000.0,Government Services,14,Woodbine,MD
444,AdColony,10.28,11300000.0,Advertising & Marketing,53,Los Angeles,CA
445,Network Capital,10.27,43800000.0,Financial Services,220,Irvine,CA
446,BH Cosmetics,10.27,7800000.0,Retail,27,Burbank,CA
447,StandBy Talent Staffing Services,10.26,2300000.0,Human Resources,25,Atlanta,GA
448,Rooster Park,10.25,8200000.0,Software,53,Seattle,WA
449,Mo'mix Solutions,10.25,4300000.0,IT Services,15,Dripping Springs,TX
450,Carrot Creative,10.24,7200000.0,Advertising & Marketing,45,Brooklyn,NY
451,PlayMaker CRM,10.18,2200000.0,Software,20,Franklin,TN
452,Frontline Source Group,10.15,8600000.0,Human Resources,205,Dallas,TX
453,Brafton,10.14,16700000.0,Advertising & Marketing,263,Boston,MA
454,Classy Llama,10.08,2400000.0,Advertising & Marketing,26,Springfield,MO
455,Janrain,10.08,5900000.0,Software,167,Portland,OR
456,DB5,10.07,5800000.0,Advertising & Marketing,27,San Marino,CA
457,Encompass Digital Media,10.05,210400000.0,Media,1131,Stamford,CT
458,Worldwide Power Products,10.04,31100000.0,Energy,30,Houston,TX
459,Bows-N-Ties.com,10.03,2000000.0,Retail,4,San Francisco,CA
460,Arteris,10.02,17000000.0,Computer Hardware,64,Sunnyvale,CA
461,Medical Direct Club,10.0,20100000.0,Health,75,Nashville,TN
462,Add3,10.0,5900000.0,Advertising & Marketing,18,Seattle,WA
463,GlobalMed,10.0,32200000.0,Health,101,Scottsdale,AZ
464,Universal Industries,9.99,3100000.0,Consumer Products & Services,8,Las Vegas,NV
465,Bustin Boards,9.92,4000000.0,Consumer Products & Services,25,Brooklyn,NY
466,GameSim,9.92,2700000.0,Software,25,Orlando,FL
467,Avondale Strategic Partners,9.9,7200000.0,Financial Services,29,Chicago,IL
468,Content Marketing Institute,9.89,3100000.0,Media,2,Cleveland,OH
469,Workday,9.84,273700000.0,Software,1550,Pleasanton,CA
470,Mom Corps,9.84,16200000.0,Human Resources,141,Marietta,GA
471,QualityFlooring4Less,9.83,14600000.0,Retail,16,San Francisco,CA
472,RevLocal,9.82,2500000.0,Advertising & Marketing,83,Mount Vernon,OH
473,Load Delivered Logistics,9.79,35200000.0,Logistics & Transportation,64,Chicago,IL
474,Blue Acorn,9.75,2600000.0,IT Services,33,Charleston,SC
475,JESS3,9.73,5600000.0,Advertising & Marketing,27,Los Angeles,CA
476,Basho Technologies,9.73,5500000.0,Software,105,Cambridge,MA
477,Ecogistics,9.67,3400000.0,Logistics & Transportation,11,Rock Island,IL
478,Tower Cloud,9.64,15400000.0,Telecommunications,53,St. Petersburg,FL
479,Hicks & Clark,9.6,2300000.0,Financial Services,14,Sandy Springs,GA
480,Fruition Partners,9.58,24100000.0,IT Services,132,Chicago,IL
481,Free For All,9.5,4500000.0,Health,24,Mount Laurel,NJ
482,Hawaii Life,9.44,15200000.0,Real Estate,140,Honolulu,HI
483,Cornerstone RPO,9.39,6300000.0,Human Resources,80,Glen Allen,VA
484,Chief Executive Group,9.37,4100000.0,Media,20,Greenwich,CT
485,Personalized Prevention,9.37,3200000.0,Health,37,San Antonio,TX
486,Talent Curve,9.36,8900000.0,Human Resources,75,Pittsboro,NC
487,KaloBios,9.35,6100000.0,Health,20,San Francisco,CA
488,Gate 3 Design,9.34,2400000.0,Business Products & Services,9,Beverly,MA
489,Strategic Communications,9.33,41700000.0,IT Services,30,Louisville,KY
490,MASS Communications,9.33,9800000.0,Telecommunications,25,New York,NY
491,Owens Harkey Advertising,9.31,3300000.0,Advertising & Marketing,22,Phoenix,AZ
492,C2S Technologies,9.3,8600000.0,IT Services,83,Bellevue,WA
493,Vivo Clothing,9.29,2600000.0,Retail,36,Coeur D Alene,ID
494,Veteran Corps of America,9.28,23300000.0,Government Services,29,O'Fallon,IL
495,Five Data,9.27,3500000.0,Advertising & Marketing,7,elmhurst,IL
496,PrepNet,9.23,7300000.0,Education,77,Grand Rapids,MI
497,RCS Capital,9.19,287500000.0,Financial Services,198,New York,NY
498,Big Street Construction,9.19,4700000.0,Construction,27,North Pole,AK
499,Clinipace Worldwide,9.19,51900000.0,Health,454,Morrisville,NC
500,Mpact Financial Group,9.18,2000000.0,Financial Services,11,Dallas,TX
501,Spot Freight,9.12,17800000.0,Logistics & Transportation,30,Indianapolis,IN
502,Largetail,9.1,3700000.0,Advertising & Marketing,12,New York,NY
503,Lifes2Good,9.08,16300000.0,Consumer Products & Services,10,Chicago,IL
504,Zija International,9.06,110700000.0,Consumer Products & Services,158,Lehi,UT
505,Woodbolt International,9.05,83600000.0,Consumer Products & Services,89,Bryan,TX
506,Apex Home Loans,9.02,22600000.0,Real Estate,61,Rockville,MD
507,Bohme,9.0,13700000.0,Retail,239,Sandy,UT
508,Square Root,9.0,8100000.0,Software,17,Austin,TX
509,Hourglass Angel,8.96,3200000.0,Retail,9,Cicero,IL
510,Bluefin Payment Systems,8.95,65800000.0,Financial Services,47,Atlanta,GA
511,Digital Management,8.95,162300000.0,IT Services,1212,Bethesda,MD
512,Mobile Insight,8.92,2200000.0,Business Products & Services,26,Coral Gables,FL
513,The Clearing,8.89,7000000.0,Business Products & Services,41,Washingtonton,DC
514,Impact Makers,8.87,3800000.0,IT Services,39,Richmond,VA
515,Integra Networks,8.83,16600000.0,Telecommunications,31,Latham,NY
516,MobileOne,8.82,7400000.0,Retail,150,san diego,CA
517,Loyal Logistics,8.82,3000000.0,Logistics & Transportation,7,Montebello,CA
518,Signature Consulting Group,8.82,9600000.0,IT Services,40,Windsor Mill,MD
519,BookPal,8.81,4400000.0,Consumer Products & Services,9,Irvine,CA
520,Mindgrub Technologies,8.72,3000000.0,Software,34,Baltimore,MD
521,Happy Family Brands,8.7,62500000.0,Consumer Products & Services,51,New York,NY
522,Rockhedge Herb Farms,8.7,5100000.0,Food & Beverage,56,Pleasant Valley,NY
523,Network Solutions Provider,8.67,7900000.0,Telecommunications,27,long beach,CA
524,Hernandez Consulting,8.67,16800000.0,Government Services,19,New Orleans,LA
525,Flip Flop Shops,8.64,21900000.0,Retail,10,Kennesaw,GA
526,Surface Magazine,8.63,3900000.0,Media,14,New York,NY
527,MojoTech,8.62,2300000.0,Software,25,Providence,RI
528,Vitals,8.6,9800000.0,Health,102,Lyndhurst,NJ
529,AirRattle,8.57,4300000.0,Retail,8,Centerburg,OH
530,Stress Free Property Management,8.57,2900000.0,Real Estate,18,Tampa,FL
531,Tech-Flo Consulting,8.56,6800000.0,Energy,13,Conroe,TX
532,Express Chem,8.54,2100000.0,Environmental Services,12,Saint Louis,MO
533,Integrity Engineering & Design Solutions,8.54,4500000.0,Engineering,40,Scottsdale,AZ
534,GoldMax,8.53,267900000.0,Retail,527,Atlanta,GA
535,Media Vision USA,8.53,6400000.0,Business Products & Services,12,Oakland,CA
536,Incuboom,8.51,4600000.0,Retail,37,Centennial,CO
537,Stratosphere Quality,8.47,73200000.0,Business Products & Services,1504,Fishers,IN
538,Four Foods Group Holdings,8.47,22800000.0,Food & Beverage,657,American Fork,UT
539,Sunwarrior,8.47,10500000.0,Food & Beverage,28,Mesquite,NV
540,Cloud9 Real Time,8.42,3400000.0,IT Services,28,San Diego,CA
541,OSB,8.42,9000000.0,Human Resources,40,Warren,NJ
542,Cadence Research & Consulting,8.39,4900000.0,Health,10,Thousand Oaks,CA
543,Precious Metal Refining Services,8.36,122200000.0,Business Products & Services,27,Barrington,IL
544,Fairplay Financial,8.34,22400000.0,Real Estate,14,Kirkland,WA
545,Axiom EPM,8.34,15100000.0,Software,78,Portland,OR
546,Propel Fuels,8.34,21900000.0,Energy,32,Redwood City,CA
547,Transportation Impact,8.33,4400000.0,Logistics & Transportation,12,Emerald Isle,NC
548,Prosper Marketplace,8.3,6800000.0,Financial Services,84,San Francisco,CA
549,Xchange Software,8.27,2700000.0,IT Services,60,iselin,NJ
550,Smiles Dental,8.25,7900000.0,Health,80,Longview,WA
551,SecurityHunter,8.2,21800000.0,Security,20,Baltimore,MD
552,Bizo,8.19,22100000.0,Advertising & Marketing,81,San Francisco,CA
553,Scepter Technologies,8.19,7500000.0,Insurance,90,Owings Mills,MD
554,Red Spot Interactive,8.18,3200000.0,Advertising & Marketing,50,Jupiter,FL
555,Synapse,8.18,63100000.0,Engineering,190,Seattle,WA
556,Fluet Huber + Hoang,8.12,4000000.0,Business Products & Services,25,Woodbridge,VA
557,Medical Staffing Solutions USA,8.06,5600000.0,Health,100,Norfolk,VA
558,Cariloha,8.05,12700000.0,Retail,258,Sandy,UT
559,GreenGeeks,8.03,2400000.0,IT Services,28,Agoura Hills,CA
560,Digital Video Networks,8.03,4900000.0,Business Products & Services,18,Scottsdale,AZ
561,Left Brain DGA,8.01,4300000.0,Advertising & Marketing,17,Portola Valley,CA
562,Loan Resolution,7.99,21300000.0,Financial Services,215,Scottsdale,AZ
563,Vision X Lighting,7.99,36900000.0,Manufacturing,21,Algona,WA
564,Fast Fusion,7.98,12800000.0,Manufacturing,1,Palisade,CO
565,TechShop,7.98,6500000.0,Retail,120,Menlo Park,CA
566,Ironside Group,7.96,13800000.0,IT Services,58,Lexington,MA
567,SpringAhead,7.96,3700000.0,Software,25,San Francisco,CA
568,LocalResponse,7.94,3900000.0,Advertising & Marketing,25,new york,NY
569,Shore Construction,7.91,26400000.0,Construction,335,Amelia,LA
570,ActivEngage,7.91,6400000.0,Software,116,Orlando,FL
571,Internet Marketing,7.91,13700000.0,Advertising & Marketing,60,san diego,CA
572,Avaap,7.9,8900000.0,IT Services,75,Iselin,NJ
573,Cradle Solution,7.89,3100000.0,Software,19,Houston,TX
574,TruEffect,7.88,15900000.0,Advertising & Marketing,56,Westminster,CO
575,Novasyte,7.88,5700000.0,Health,104,Newport Beach,CA
576,Mishle Home Care,7.86,2700000.0,Health,80,Glen Ellyn,IL
577,E4E Solutions,7.84,6200000.0,Energy,20,Atlanta,GA
578,Conversa Solutions,7.84,2100000.0,Telecommunications,52,Auburn Hills,MI
579,Rocket Lawyer,7.84,28000000.0,Business Products & Services,188,San Francisco,CA
580,Success Support System,7.81,2600000.0,Financial Services,9,Tulsa,OK
581,CTE Logistics,7.8,2700000.0,Logistics & Transportation,9,Auburn,WA
582,Arvixe,7.79,8000000.0,IT Services,85,Pleasanton,CA
583,Heirloom Restaurant Group,7.77,5600000.0,Food & Beverage,95,Provo,UT
584,Blue Global,7.76,38200000.0,Advertising & Marketing,32,Scottsdale,AZ
585,WideNet Consulting Group,7.76,10700000.0,IT Services,95,Bellevue,WA
586,Prodege,7.74,35500000.0,Advertising & Marketing,65,El Segundo,CA
587,Advanced Enterprises of NW FL,7.73,62300000.0,Business Products & Services,346,Mary Esther,FL
588,ADA Collection,7.72,2000000.0,Consumer Products & Services,14,folsom,CA
589,ShedsForLessDirect.com,7.72,3100000.0,Consumer Products & Services,2,Saint Louis,MO
590,Alligator Performance,7.72,15700000.0,Retail,26,Coeur d'Alene,ID
591,Fluent,7.71,5800000.0,Advertising & Marketing,39,Boston,MA
592,Shear Enterprises,7.71,40600000.0,Retail,19,Saint Petersburg,FL
593,EndoChoice,7.7,33100000.0,Health,175,Alpharetta,GA
594,RealSelf,7.69,4600000.0,Health,28,Seattle,WA
595,Tenon Tours,7.69,4800000.0,Travel & Hospitality,16,Stoneham,MA
596,Subzero Engineering,7.68,8100000.0,Manufacturing,55,Draper,UT
597,Ads Direct Media,7.68,45200000.0,Advertising & Marketing,20,Palm Beach Gardens,FL
598,Power Grid Engineering,7.68,11600000.0,Engineering,78,Winter Springs,FL
599,Rally Point Management,7.66,17300000.0,Government Services,122,Fort Walton Beach,FL
600,EagleView Technologies,7.65,48500000.0,Software,165,Bothell,WA
601,Drupal Connect,7.64,3700000.0,IT Services,20,Newport,RI
602,The Rocket Company,7.62,2000000.0,Business Products & Services,8,Cumming,GA
603,ONTRAPORT,7.61,4700000.0,Software,42,Santa Barbara,CA
604,Zambezi,7.61,13100000.0,Advertising & Marketing,61,Venice,CA
605,J.Hilburn,7.58,27800000.0,Retail,70,Dallas,TX
606,Visual Logic Group,7.58,4500000.0,Software,13,Waterloo,IA
607,Protege,7.57,2200000.0,IT Services,30,Reston,VA
608,SunDurance Energy,7.55,56300000.0,Energy,35,Edison,NJ
609,SmartWatt Energy,7.54,38800000.0,Energy,137,Ballston Lake,NY
610,Complete Nutrition,7.53,93000000.0,Health,86,Omaha,NE
611,WeddingWire,7.5,19700000.0,Consumer Products & Services,172,Chevy Chase,MD
612,Facility Gateway,7.49,22500000.0,Environmental Services,52,McFarland,WI
613,ScribeAmerica,7.48,32100000.0,Health,1600,Aventura,FL
614,Skava,7.48,10200000.0,Software,200,San Francisco,CA
615,Elemental Technologies,7.47,21100000.0,Software,98,Portland,OR
616,Armando Montelongo Companies,7.47,68700000.0,Education,219,San Antonio,TX
617,True Source IT,7.44,7900000.0,IT Services,48,Minneapolis,MN
618,"Tucker, Albin & Associates",7.44,5300000.0,Financial Services,71,Richardson,TX
619,AEPS,7.44,28900000.0,Government Services,633,Austin,TX
620,Technossus,7.41,4700000.0,Software,13,Irvine,CA
621,Kendra Scott,7.4,11600000.0,Retail,91,Austin,TX
622,Wastren Advantage,7.38,68800000.0,Environmental Services,275,Piketon,OH
623,Indigo BioSystems,7.37,4900000.0,Software,38,Indianapolis,IN
624,Rich Dealers,7.34,5700000.0,Advertising & Marketing,30,Orlando,FL
625,Infotech Spectrum,7.33,16100000.0,IT Services,22,Santa Clara,CA
626,Employvision,7.33,2100000.0,Human Resources,26,Monmouth Junction,NJ
627,Blue Oak Energy,7.32,19300000.0,Energy,42,Davis,CA
628,Plum Creek Environmental Technologies,7.32,2100000.0,Environmental Services,4,Columbus,MS
629,Justin's Nut Butter,7.32,19600000.0,Food & Beverage,12,Boulder,CO
630,Secure IT Asset Disposition Services,7.3,3100000.0,Security,9,Mentor,OH
631,ShoeZoo.com,7.29,8500000.0,Retail,22,Paramount,CA
632,Armadale Capital,7.27,3600000.0,Health,2,New York,NY
633,Maga Design Group,7.26,4200000.0,Business Products & Services,23,Washington,DC
634,Coretek Services,7.25,20600000.0,IT Services,85,Farmington Hills,MI
635,Kyzen Consulting Services,7.25,2000000.0,Government Services,7,West Palm Beach,FL
636,Drivers History,7.25,5100000.0,Insurance,30,Cherry Hill,NJ
637,JobFinders Employment Services,7.23,4200000.0,Human Resources,150,Columbia,MO
638,Dream Finders Homes,7.23,55900000.0,Construction,35,Orange Park,FL
639,Desert Care Landscape Resources,7.22,2100000.0,Consumer Products & Services,49,Phoenix,AZ
640,Citadel Insurance Services,7.22,4800000.0,Insurance,25,American Fork,UT
641,Maven Wave Partners,7.19,12000000.0,IT Services,91,Chicago,IL
642,FastSpring,7.15,95400000.0,Software,20,Santa Barbara,CA
643,3d Lacrosse,7.14,3700000.0,Consumer Products & Services,25,Denver,CO
644,Globalvise,7.13,2800000.0,IT Services,20,Tampa,FL
645,Pacific Global,7.13,8500000.0,Health,650,wilmington,DE
646,Xcution,7.12,2500000.0,Business Products & Services,28,Houston,TX
647,Autoshop Solutions,7.09,2200000.0,Advertising & Marketing,23,Apex,NC
