ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
Certain infectious and parasitic diseases,OR,2002,527,3513424,15
Certain infectious and parasitic diseases,OR,2003,529,3547376,14.9
Certain infectious and parasitic diseases,OR,2004,553,3569463,15.5
Certain infectious and parasitic diseases,OR,2005,518,3613202,14.3
Certain infectious and parasitic diseases,OR,2006,509,3670883,13.9
Certain infectious and parasitic diseases,OR,2007,610,3722417,16.4
Certain infectious and parasitic diseases,OR,2008,571,3768748,15.2
Certain infectious and parasitic diseases,OR,2009,625,3808600,16.4
Certain infectious and parasitic diseases,OR,2010,658,3831074,17.2
Certain infectious and parasitic diseases,PA,1999,3720,12263805,30.3
Certain infectious and parasitic diseases,PA,2000,3678,12281054,29.9
Certain infectious and parasitic diseases,PA,2001,3813,12298970,31
Certain infectious and parasitic diseases,PA,2002,3794,12331031,30.8
Certain infectious and parasitic diseases,PA,2003,3743,12374658,30.2
Certain infectious and parasitic diseases,PA,2004,3861,12410722,31.1
Certain infectious and parasitic diseases,PA,2005,3945,12449990,31.7
Certain infectious and parasitic diseases,PA,2006,3856,12510809,30.8
Certain infectious and parasitic diseases,PA,2007,3891,12563937,31
Certain infectious and parasitic diseases,PA,2008,3803,12612285,30.2
Certain infectious and parasitic diseases,PA,2009,3651,12666858,28.8
Certain infectious and parasitic diseases,PA,2010,3590,12702379,28.3
Certain infectious and parasitic diseases,RI,1999,182,1040402,17.5
Certain infectious and parasitic diseases,RI,2000,230,1048319,21.9
Certain infectious and parasitic diseases,RI,2001,219,1057142,20.7
Certain infectious and parasitic diseases,RI,2002,231,1065995,21.7
Certain infectious and parasitic diseases,RI,2003,221,1071342,20.6
Certain infectious and parasitic diseases,RI,2004,180,1074579,16.8
Certain infectious and parasitic diseases,RI,2005,229,1067916,21.4
Certain infectious and parasitic diseases,RI,2006,273,1063096,25.7
Certain infectious and parasitic diseases,RI,2007,309,1057315,29.2
Certain infectious and parasitic diseases,RI,2008,305,1055003,28.9
Certain infectious and parasitic diseases,RI,2009,334,1053646,31.7
Certain infectious and parasitic diseases,RI,2010,340,1052567,32.3
Certain infectious and parasitic diseases,SC,1999,1032,3974682,26
Certain infectious and parasitic diseases,SC,2000,991,4012012,24.7
Certain infectious and parasitic diseases,SC,2001,1071,4064995,26.3
Certain infectious and parasitic diseases,SC,2002,1179,4107795,28.7
Certain infectious and parasitic diseases,SC,2003,1144,4150297,27.6
Certain infectious and parasitic diseases,SC,2004,1121,4210921,26.6
Certain infectious and parasitic diseases,SC,2005,1124,4270150,26.3
Certain infectious and parasitic diseases,SC,2006,1138,4357847,26.1
Certain infectious and parasitic diseases,SC,2007,1284,4444110,28.9
Certain infectious and parasitic diseases,SC,2008,1192,4528996,26.3
Certain infectious and parasitic diseases,SC,2009,1222,4589872,26.6
Certain infectious and parasitic diseases,SC,2010,1232,4625364,26.6
Certain infectious and parasitic diseases,SD,1999,103,750412,13.7
Certain infectious and parasitic diseases,SD,2000,84,754844,11.1
Certain infectious and parasitic diseases,SD,2001,99,757972,13.1
Certain infectious and parasitic diseases,SD,2002,106,760020,13.9
Certain infectious and parasitic diseases,SD,2003,131,763729,17.2
Certain infectious and parasitic diseases,SD,2004,80,770396,10.4
Certain infectious and parasitic diseases,SD,2005,106,775493,13.7
Certain infectious and parasitic diseases,SD,2006,132,783033,16.9
Certain infectious and parasitic diseases,SD,2007,117,791623,14.8
Certain infectious and parasitic diseases,SD,2008,109,799124,13.6
Certain infectious and parasitic diseases,SD,2009,130,807067,16.1
Certain infectious and parasitic diseases,SD,2010,140,814180,17.2
Certain infectious and parasitic diseases,TN,1999,1148,5638706,20.4
Certain infectious and parasitic diseases,TN,2000,1093,5689283,19.2
Certain infectious and parasitic diseases,TN,2001,1119,5750789,19.5
Certain infectious and parasitic diseases,TN,2002,1380,5795918,23.8
Certain infectious and parasitic diseases,TN,2003,1332,5847812,22.8
Certain infectious and parasitic diseases,TN,2004,1302,5910809,22
Certain infectious and parasitic diseases,TN,2005,1370,5991057,22.9
Certain infectious and parasitic diseases,TN,2006,1392,6088766,22.9
Certain infectious and parasitic diseases,TN,2007,1444,6175727,23.4
Certain infectious and parasitic diseases,TN,2008,1560,6247411,25
Certain infectious and parasitic diseases,TN,2009,1518,6306019,24.1
Certain infectious and parasitic diseases,TN,2010,1495,6346105,23.6
Certain infectious and parasitic diseases,TX,1999,4143,20558220,20.2
Certain infectious and parasitic diseases,TX,2000,4088,20851820,19.6
Certain infectious and parasitic diseases,TX,2001,4165,21319622,19.5
Certain infectious and parasitic diseases,TX,2002,4539,21690325,20.9
Certain infectious and parasitic diseases,TX,2003,4565,22030931,20.7
Certain infectious and parasitic diseases,TX,2004,4698,22394023,21
Certain infectious and parasitic diseases,TX,2005,4894,22778123,21.5
Certain infectious and parasitic diseases,TX,2006,5104,23359580,21.8
Certain infectious and parasitic diseases,TX,2007,5224,23831983,21.9
Certain infectious and parasitic diseases,TX,2008,5293,24309039,21.8
Certain infectious and parasitic diseases,TX,2009,5579,24801761,22.5
Certain infectious and parasitic diseases,TX,2010,5571,25145561,22.2
Certain infectious and parasitic diseases,UT,1999,224,2203482,10.2
Certain infectious and parasitic diseases,UT,2000,178,2233169,8
Certain infectious and parasitic diseases,UT,2001,207,2283715,9.1
Certain infectious and parasitic diseases,UT,2002,206,2324815,8.9
Certain infectious and parasitic diseases,UT,2003,221,2360137,9.4
Certain infectious and parasitic diseases,UT,2004,234,2401580,9.7
Certain infectious and parasitic diseases,UT,2005,181,2457719,7.4
Certain infectious and parasitic diseases,UT,2006,223,2525507,8.8
Certain infectious and parasitic diseases,UT,2007,238,2597746,9.2
Certain infectious and parasitic diseases,UT,2008,245,2663029,9.2
Certain infectious and parasitic diseases,UT,2009,244,2723421,9
Certain infectious and parasitic diseases,UT,2010,274,2763885,9.9
Certain infectious and parasitic diseases,VT,1999,89,604683,14.7
Certain infectious and parasitic diseases,VT,2000,63,608827,10.3
Certain infectious and parasitic diseases,VT,2001,87,612223,14.2
Certain infectious and parasitic diseases,VT,2002,81,615442,13.2
Certain infectious and parasitic diseases,VT,2003,66,617858,10.7
Certain infectious and parasitic diseases,VT,2004,85,619920,13.7
Certain infectious and parasitic diseases,VT,2005,89,621215,14.3
Certain infectious and parasitic diseases,VT,2006,69,622892,11.1
Certain infectious and parasitic diseases,VT,2007,80,623481,12.8
Certain infectious and parasitic diseases,VT,2008,79,624151,12.7
Certain infectious and parasitic diseases,VT,2009,89,624817,14.2
Certain infectious and parasitic diseases,VT,2010,93,625741,14.9
Certain infectious and parasitic diseases,VA,1999,1612,7000174,23
Certain infectious and parasitic diseases,VA,2000,1646,7078515,23.3
Certain infectious and parasitic diseases,VA,2001,1647,7198362,22.9
Certain infectious and parasitic diseases,VA,2002,1740,7286873,23.9
Certain infectious and parasitic diseases,VA,2003,1900,7366977,25.8
Certain infectious and parasitic diseases,VA,2004,1772,7475575,23.7
Certain infectious and parasitic diseases,VA,2005,1863,7577105,24.6
Certain infectious and parasitic diseases,VA,2006,1914,7673725,24.9
Certain infectious and parasitic diseases,VA,2007,2039,7751000,26.3
Certain infectious and parasitic diseases,VA,2008,2039,7833496,26
Certain infectious and parasitic diseases,VA,2009,2069,7925937,26.1
Certain infectious and parasitic diseases,VA,2010,2042,8001024,25.5
Certain infectious and parasitic diseases,WA,1999,739,5842564,12.6
Certain infectious and parasitic diseases,WA,2000,795,5894121,13.5
Certain infectious and parasitic diseases,WA,2001,772,5985722,12.9
Certain infectious and parasitic diseases,WA,2002,832,6052349,13.7
Certain infectious and parasitic diseases,WA,2003,849,6104115,13.9
Certain infectious and parasitic diseases,WA,2004,826,6178645,13.4
Certain infectious and parasitic diseases,WA,2005,957,6257305,15.3
Certain infectious and parasitic diseases,WA,2006,940,6370753,14.8
Certain infectious and parasitic diseases,WA,2007,980,6461587,15.2
Certain infectious and parasitic diseases,WA,2008,1062,6562231,16.2
Certain infectious and parasitic diseases,WA,2009,1168,6667426,17.5
Certain infectious and parasitic diseases,WA,2010,1144,6724540,17
Certain infectious and parasitic diseases,WV,1999,382,1811799,21.1
Certain infectious and parasitic diseases,WV,2000,427,1808344,23.6
Certain infectious and parasitic diseases,WV,2001,443,1801481,24.6
Certain infectious and parasitic diseases,WV,2002,410,1805414,22.7
Certain infectious and parasitic diseases,WV,2003,418,1812295,23.1
Certain infectious and parasitic diseases,WV,2004,461,1816438,25.4
Certain infectious and parasitic diseases,WV,2005,460,1820492,25.3
Certain infectious and parasitic diseases,WV,2006,493,1827912,27
Certain infectious and parasitic diseases,WV,2007,493,1834052,26.9
Certain infectious and parasitic diseases,WV,2008,535,1840310,29.1
Certain infectious and parasitic diseases,WV,2009,569,1847775,30.8
Certain infectious and parasitic diseases,WV,2010,503,1852994,27.1
Certain infectious and parasitic diseases,WI,1999,626,5332666,11.7
Certain infectious and parasitic diseases,WI,2000,650,5363675,12.1
Certain infectious and parasitic diseases,WI,2001,672,5406835,12.4
Certain infectious and parasitic diseases,WI,2002,697,5445162,12.8
Certain infectious and parasitic diseases,WI,2003,687,5479203,12.5
Certain infectious and parasitic diseases,WI,2004,686,5514026,12.4
Certain infectious and parasitic diseases,WI,2005,712,5546166,12.8
Certain infectious and parasitic diseases,WI,2006,746,5577655,13.4
Certain infectious and parasitic diseases,WI,2007,782,5610775,13.9
Certain infectious and parasitic diseases,WI,2008,812,5640996,14.4
Certain infectious and parasitic diseases,WI,2009,893,5669264,15.8
Certain infectious and parasitic diseases,WI,2010,815,5686986,14.3
Certain infectious and parasitic diseases,WY,1999,47,491780,9.6
Certain infectious and parasitic diseases,WY,2000,60,493782,12.2
Certain infectious and parasitic diseases,WY,2001,50,494657,10.1
Certain infectious and parasitic diseases,WY,2002,62,500017,12.4
Certain infectious and parasitic diseases,WY,2003,77,503453,15.3
Certain infectious and parasitic diseases,WY,2004,68,509106,13.4
Certain infectious and parasitic diseases,WY,2005,67,514157,13
Certain infectious and parasitic diseases,WY,2006,67,522667,12.8
Certain infectious and parasitic diseases,WY,2007,75,534876,14
Certain infectious and parasitic diseases,WY,2008,78,546043,14.3
Certain infectious and parasitic diseases,WY,2009,90,559851,16.1
Certain infectious and parasitic diseases,WY,2010,91,563626,16.1
Neoplasms,AL,1999,9743,4430141,219.9
Neoplasms,AL,2000,10041,4447100,225.8
Neoplasms,AL,2001,10039,4467634,224.7
Neoplasms,AL,2002,9922,4480089,221.5
Neoplasms,AL,2003,10022,4503491,222.5
Neoplasms,AL,2004,9993,4530729,220.6
Neoplasms,AL,2005,10142,4569805,221.9
Neoplasms,AL,2006,10125,4628981,218.7
Neoplasms,AL,2007,10255,4672840,219.5
Neoplasms,AL,2008,10452,4718206,221.5
Neoplasms,AL,2009,10513,4757938,221
Neoplasms,AL,2010,10429,4779736,218.2
Neoplasms,AK,1999,654,624779,104.7
Neoplasms,AK,2000,717,626932,114.4
Neoplasms,AK,2001,709,633714,111.9
Neoplasms,AK,2002,728,642337,113.3
Neoplasms,AK,2003,750,648414,115.7
Neoplasms,AK,2004,751,659286,113.9
Neoplasms,AK,2005,752,666946,112.8
Neoplasms,AK,2006,815,675302,120.7
Neoplasms,AK,2007,853,680300,125.4
Neoplasms,AK,2008,878,687455,127.7
Neoplasms,AK,2009,909,698895,130.1
Neoplasms,AK,2010,910,710231,128.1
Neoplasms,AZ,1999,9222,5023823,183.6
Neoplasms,AZ,2000,9367,5130632,182.6
Neoplasms,AZ,2001,9415,5273477,178.5
Neoplasms,AZ,2002,9661,5396255,179
Neoplasms,AZ,2003,9884,5510364,179.4
Neoplasms,AZ,2004,10000,5652404,176.9
Neoplasms,AZ,2005,10258,5839077,175.7
Neoplasms,AZ,2006,10388,6029141,172.3
Neoplasms,AZ,2007,10588,6167681,171.7
Neoplasms,AZ,2008,10585,6280362,168.5
Neoplasms,AZ,2009,10762,6343154,169.7
Neoplasms,AZ,2010,11129,6392017,174.1
Neoplasms,AR,1999,6270,2651860,236.4
Neoplasms,AR,2000,6205,2673400,232.1
Neoplasms,AR,2001,6210,2691571,230.7
Neoplasms,AR,2002,6414,2705927,237
Neoplasms,AR,2003,6257,2724816,229.6
Neoplasms,AR,2004,6450,2749686,234.6
Neoplasms,AR,2005,6495,2781097,233.5
Neoplasms,AR,2006,6310,2821761,223.6
Neoplasms,AR,2007,6534,2848650,229.4
Neoplasms,AR,2008,6663,2874554,231.8
Neoplasms,AR,2009,6633,2896843,229
Neoplasms,AR,2010,6616,2915918,226.9
Neoplasms,CA,1999,54197,33499204,161.8
Neoplasms,CA,2000,54338,33871648,160.4
Neoplasms,CA,2001,55095,34479458,159.8
Neoplasms,CA,2002,55400,34871843,158.9
Neoplasms,CA,2003,55607,35253159,157.7
Neoplasms,CA,2004,54911,35574576,154.4
Neoplasms,CA,2005,55937,35827943,156.1
Neoplasms,CA,2006,55456,36021202,154
Neoplasms,CA,2007,56352,36250311,155.5
Neoplasms,CA,2008,56016,36604337,153
Neoplasms,CA,2009,57271,36961229,154.9
Neoplasms,CA,2010,57820,37253956,155.2
Neoplasms,CO,1999,6007,4226018,142.1
Neoplasms,CO,2000,6086,4301261,141.5
Neoplasms,CO,2001,6309,4425687,142.6
Neoplasms,CO,2002,6539,4490406,145.6
Neoplasms,CO,2003,6564,4528732,144.9
Neoplasms,CO,2004,6341,4575013,138.6
Neoplasms,CO,2005,6601,4631888,142.5
Neoplasms,CO,2006,6740,4720423,142.8
Neoplasms,CO,2007,6793,4803868,141.4
Neoplasms,CO,2008,6901,4889730,141.1
Neoplasms,CO,2009,7134,4972195,143.5
Neoplasms,CO,2010,7220,5029196,143.6
Neoplasms,CT,1999,7242,3386401,213.9
Neoplasms,CT,2000,7257,3405565,213.1
Neoplasms,CT,2001,7292,3432835,212.4
Neoplasms,CT,2002,7346,3458749,212.4
Neoplasms,CT,2003,7339,3484336,210.6
Neoplasms,CT,2004,7379,3496094,211.1
Neoplasms,CT,2005,7276,3506956,207.5
Neoplasms,CT,2006,7243,3517460,205.9
Neoplasms,CT,2007,7010,3527270,198.7
Neoplasms,CT,2008,7023,3545579,198.1
Neoplasms,CT,2009,7038,3561807,197.6
Neoplasms,CT,2010,7170,3574097,200.6
Neoplasms,DE,1999,1780,774990,229.7
Neoplasms,DE,2000,1644,783600,209.8
Neoplasms,DE,2001,1828,795699,229.7
