DATE,Seasonality,Metro,Tier,HPI
6/1/00,NSA,Atlanta,Middle,103.9
7/1/00,NSA,Atlanta,Middle,104.54
8/1/00,NSA,Atlanta,Middle,104.94
9/1/00,NSA,Atlanta,Middle,104.94
10/1/00,NSA,Atlanta,Middle,105.36
11/1/00,NSA,Atlanta,Middle,105.64
12/1/00,NSA,Atlanta,Middle,106.13
1/1/01,NSA,Atlanta,Middle,106.41
2/1/01,NSA,Atlanta,Middle,106.83
3/1/01,NSA,Atlanta,Middle,107.09
4/1/01,NSA,Atlanta,Middle,107.79
5/1/01,NSA,Atlanta,Middle,108.55
6/1/01,NSA,Atlanta,Middle,109.43
7/1/01,NSA,Atlanta,Middle,110.22
8/1/01,NSA,Atlanta,Middle,110.45
9/1/01,NSA,Atlanta,Middle,110.48
10/1/01,NSA,Atlanta,Middle,110.54
11/1/01,NSA,Atlanta,Middle,110.55
12/1/01,NSA,Atlanta,Middle,110.58
1/1/02,NSA,Atlanta,Middle,110.85
2/1/02,NSA,Atlanta,Middle,111.63
3/1/02,NSA,Atlanta,Middle,112.4
4/1/02,NSA,Atlanta,Middle,113.18
5/1/02,NSA,Atlanta,Middle,113.42
6/1/02,NSA,Atlanta,Middle,113.98
7/1/02,NSA,Atlanta,Middle,114.26
8/1/02,NSA,Atlanta,Middle,114.99
9/1/02,NSA,Atlanta,Middle,115.12
10/1/02,NSA,Atlanta,Middle,114.81
11/1/02,NSA,Atlanta,Middle,114.56
12/1/02,NSA,Atlanta,Middle,115
1/1/03,NSA,Atlanta,Middle,115.31
2/1/03,NSA,Atlanta,Middle,115.59
3/1/03,NSA,Atlanta,Middle,115.83
4/1/03,NSA,Atlanta,Middle,116.12
5/1/03,NSA,Atlanta,Middle,116.72
6/1/03,NSA,Atlanta,Middle,117.07
7/1/03,NSA,Atlanta,Middle,117.48
8/1/03,NSA,Atlanta,Middle,117.74
9/1/03,NSA,Atlanta,Middle,117.99
10/1/03,NSA,Atlanta,Middle,117.75
11/1/03,NSA,Atlanta,Middle,117.93
12/1/03,NSA,Atlanta,Middle,118.01
1/1/04,NSA,Atlanta,Middle,118.25
2/1/04,NSA,Atlanta,Middle,118.18
3/1/04,NSA,Atlanta,Middle,118.59
4/1/04,NSA,Atlanta,Middle,119.2
5/1/04,NSA,Atlanta,Middle,119.7
6/1/04,NSA,Atlanta,Middle,119.96
7/1/04,NSA,Atlanta,Middle,120.78
8/1/04,NSA,Atlanta,Middle,121.32
9/1/04,NSA,Atlanta,Middle,121.45
10/1/04,NSA,Atlanta,Middle,121.23
11/1/04,NSA,Atlanta,Middle,121.1
12/1/04,NSA,Atlanta,Middle,121.52
1/1/05,NSA,Atlanta,Middle,121.67
2/1/05,NSA,Atlanta,Middle,122.27
3/1/05,NSA,Atlanta,Middle,122.8
4/1/05,NSA,Atlanta,Middle,123.91
5/1/05,NSA,Atlanta,Middle,124.74
6/1/05,NSA,Atlanta,Middle,125.81
7/1/05,NSA,Atlanta,Middle,126.11
8/1/05,NSA,Atlanta,Middle,126.37
9/1/05,NSA,Atlanta,Middle,126.32
10/1/05,NSA,Atlanta,Middle,126.44
11/1/05,NSA,Atlanta,Middle,126.52
12/1/05,NSA,Atlanta,Middle,126.73
1/1/06,NSA,Atlanta,Middle,126.98
2/1/06,NSA,Atlanta,Middle,127.16
3/1/06,NSA,Atlanta,Middle,127.66
4/1/06,NSA,Atlanta,Middle,129.1
5/1/06,NSA,Atlanta,Middle,129.93
6/1/06,NSA,Atlanta,Middle,130.6
7/1/06,NSA,Atlanta,Middle,131.19
8/1/06,NSA,Atlanta,Middle,131.36
9/1/06,NSA,Atlanta,Middle,131.18
10/1/06,NSA,Atlanta,Middle,131.05
11/1/06,NSA,Atlanta,Middle,130.95
12/1/06,NSA,Atlanta,Middle,130.99
1/1/07,NSA,Atlanta,Middle,130.4
2/1/07,NSA,Atlanta,Middle,130.49
3/1/07,NSA,Atlanta,Middle,130.88
4/1/07,NSA,Atlanta,Middle,131.27
5/1/07,NSA,Atlanta,Middle,131.46
6/1/07,NSA,Atlanta,Middle,132.28
7/1/07,NSA,Atlanta,Middle,132.71
8/1/07,NSA,Atlanta,Middle,132.74
9/1/07,NSA,Atlanta,Middle,132.16
10/1/07,NSA,Atlanta,Middle,130.92
11/1/07,NSA,Atlanta,Middle,129.08
12/1/07,NSA,Atlanta,Middle,126.93
1/1/08,NSA,Atlanta,Middle,125.65
2/1/08,NSA,Atlanta,Middle,123.34
3/1/08,NSA,Atlanta,Middle,123.02
4/1/08,NSA,Atlanta,Middle,121.42
5/1/08,NSA,Atlanta,Middle,122.12
6/1/08,NSA,Atlanta,Middle,120.95
7/1/08,NSA,Atlanta,Middle,120.84
8/1/08,NSA,Atlanta,Middle,119.98
9/1/08,NSA,Atlanta,Middle,118.81
10/1/08,NSA,Atlanta,Middle,116.47
11/1/08,NSA,Atlanta,Middle,114.37
12/1/08,NSA,Atlanta,Middle,110.57
1/1/09,NSA,Atlanta,Middle,106.14
2/1/09,NSA,Atlanta,Middle,102.81
3/1/09,NSA,Atlanta,Middle,101.38
4/1/09,NSA,Atlanta,Middle,100.7
5/1/09,NSA,Atlanta,Middle,100.55
6/1/09,NSA,Atlanta,Middle,101.79
7/1/09,NSA,Atlanta,Middle,105.13
8/1/09,NSA,Atlanta,Middle,106.29
9/1/09,NSA,Atlanta,Middle,105.55
10/1/09,NSA,Atlanta,Middle,104.09
11/1/09,NSA,Atlanta,Middle,104.79
12/1/09,NSA,Atlanta,Middle,105.1
1/1/10,NSA,Atlanta,Middle,104.18
2/1/10,NSA,Atlanta,Middle,102.27
3/1/10,NSA,Atlanta,Middle,100.01
4/1/10,NSA,Atlanta,Middle,101.14
5/1/10,NSA,Atlanta,Middle,102.69
6/1/10,NSA,Atlanta,Middle,104.08
7/1/10,NSA,Atlanta,Middle,103.66
8/1/10,NSA,Atlanta,Middle,100.64
9/1/10,NSA,Atlanta,Middle,97.36
10/1/10,NSA,Atlanta,Middle,95.62
11/1/10,NSA,Atlanta,Middle,94.6
12/1/10,NSA,Atlanta,Middle,93.16
1/1/11,NSA,Atlanta,Middle,91.25
2/1/11,NSA,Atlanta,Middle,91.35
3/1/11,NSA,Atlanta,Middle,90.04
4/1/11,NSA,Atlanta,Middle,90.77
5/1/11,NSA,Atlanta,Middle,90.52
6/1/11,NSA,Atlanta,Middle,92.4
7/1/11,NSA,Atlanta,Middle,92.53
8/1/11,NSA,Atlanta,Middle,90.04
9/1/11,NSA,Atlanta,Middle,83.23
10/1/11,NSA,Atlanta,Middle,80.67
11/1/11,NSA,Atlanta,Middle,79.47
12/1/11,NSA,Atlanta,Middle,77.76
1/1/12,NSA,Atlanta,Middle,75.63
2/1/12,NSA,Atlanta,Middle,73.97
3/1/12,NSA,Atlanta,Middle,73.66
4/1/12,NSA,Atlanta,Middle,74.17
5/1/12,NSA,Atlanta,Middle,76.52
6/1/12,NSA,Atlanta,Middle,78.66
7/1/12,NSA,Atlanta,Middle,80.35
8/1/12,NSA,Atlanta,Middle,81.75
9/1/12,NSA,Atlanta,Middle,83.13
10/1/12,NSA,Atlanta,Middle,83.93
11/1/12,NSA,Atlanta,Middle,84.73
12/1/12,NSA,Atlanta,Middle,85.63
1/1/13,NSA,Atlanta,Middle,86.92
2/1/13,NSA,Atlanta,Middle,88.2
3/1/13,NSA,Atlanta,Middle,89.66
4/1/13,NSA,Atlanta,Middle,92.73
5/1/13,NSA,Atlanta,Middle,95.57
6/1/13,NSA,Atlanta,Middle,99.19
7/1/13,NSA,Atlanta,Middle,101.77
8/1/13,NSA,Atlanta,Middle,104.43
9/1/13,NSA,Atlanta,Middle,105.43
10/1/13,NSA,Atlanta,Middle,105.97
11/1/13,NSA,Atlanta,Middle,105.8
12/1/13,NSA,Atlanta,Middle,105.6
1/1/14,NSA,Atlanta,Middle,104.85
2/1/14,NSA,Atlanta,Middle,104.28
3/1/14,NSA,Atlanta,Middle,105.27
4/1/14,NSA,Atlanta,Middle,106.63
5/1/14,NSA,Atlanta,Middle,108.31
6/1/14,NSA,Atlanta,Middle,110
7/1/14,NSA,Atlanta,Middle,111.08
8/1/14,NSA,Atlanta,Middle,111.27
9/1/14,NSA,Atlanta,Middle,111.13
10/1/14,NSA,Atlanta,Middle,110.87
11/1/14,NSA,Atlanta,Middle,111.4
12/1/14,NSA,Atlanta,Middle,111.1
1/1/15,NSA,Atlanta,Middle,111.56
2/1/15,NSA,Atlanta,Middle,111.45
3/1/15,NSA,Atlanta,Middle,112.26
4/1/15,NSA,Atlanta,Middle,113.94
5/1/15,NSA,Atlanta,Middle,115.66
6/1/15,NSA,Atlanta,Middle,117.3
7/1/15,NSA,Atlanta,Middle,118.22
8/1/15,NSA,Atlanta,Middle,119.24
9/1/15,NSA,Atlanta,Middle,119.39
10/1/15,NSA,Atlanta,Middle,119.23
11/1/15,NSA,Atlanta,Middle,118.82
1/1/93,SA,Atlanta,Middle,71.6
2/1/93,SA,Atlanta,Middle,71.7
3/1/93,SA,Atlanta,Middle,72.06
4/1/93,SA,Atlanta,Middle,72.63
5/1/93,SA,Atlanta,Middle,73.06
6/1/93,SA,Atlanta,Middle,73.23
7/1/93,SA,Atlanta,Middle,73.47
8/1/93,SA,Atlanta,Middle,73.75
9/1/93,SA,Atlanta,Middle,74.09
10/1/93,SA,Atlanta,Middle,74.4
11/1/93,SA,Atlanta,Middle,74.66
12/1/93,SA,Atlanta,Middle,75
1/1/94,SA,Atlanta,Middle,75.41
2/1/94,SA,Atlanta,Middle,75.59
3/1/94,SA,Atlanta,Middle,75.81
4/1/94,SA,Atlanta,Middle,75.78
5/1/94,SA,Atlanta,Middle,75.96
6/1/94,SA,Atlanta,Middle,76.19
7/1/94,SA,Atlanta,Middle,76.99
8/1/94,SA,Atlanta,Middle,77.45
9/1/94,SA,Atlanta,Middle,77.69
10/1/94,SA,Atlanta,Middle,77.88
11/1/94,SA,Atlanta,Middle,78.16
12/1/94,SA,Atlanta,Middle,78.39
1/1/95,SA,Atlanta,Middle,78.71
2/1/95,SA,Atlanta,Middle,79.02
3/1/95,SA,Atlanta,Middle,79.32
4/1/95,SA,Atlanta,Middle,79.43
5/1/95,SA,Atlanta,Middle,79.59
6/1/95,SA,Atlanta,Middle,79.9
7/1/95,SA,Atlanta,Middle,80.07
8/1/95,SA,Atlanta,Middle,80.3
9/1/95,SA,Atlanta,Middle,80.62
10/1/95,SA,Atlanta,Middle,81.03
11/1/95,SA,Atlanta,Middle,81.26
12/1/95,SA,Atlanta,Middle,81.45
1/1/96,SA,Atlanta,Middle,81.62
2/1/96,SA,Atlanta,Middle,81.88
3/1/96,SA,Atlanta,Middle,82.14
4/1/96,SA,Atlanta,Middle,82.69
5/1/96,SA,Atlanta,Middle,82.93
6/1/96,SA,Atlanta,Middle,82.95
7/1/96,SA,Atlanta,Middle,82.83
8/1/96,SA,Atlanta,Middle,83.14
9/1/96,SA,Atlanta,Middle,83.53
10/1/96,SA,Atlanta,Middle,83.86
11/1/96,SA,Atlanta,Middle,84.22
12/1/96,SA,Atlanta,Middle,84.8
1/1/97,SA,Atlanta,Middle,85.22
2/1/97,SA,Atlanta,Middle,85.32
3/1/97,SA,Atlanta,Middle,85.21
4/1/97,SA,Atlanta,Middle,85.39
5/1/97,SA,Atlanta,Middle,85.72
6/1/97,SA,Atlanta,Middle,86.07
7/1/97,SA,Atlanta,Middle,86.29
8/1/97,SA,Atlanta,Middle,86.87
9/1/97,SA,Atlanta,Middle,87.45
10/1/97,SA,Atlanta,Middle,87.79
11/1/97,SA,Atlanta,Middle,88.17
12/1/97,SA,Atlanta,Middle,88.26
1/1/98,SA,Atlanta,Middle,88.76
2/1/98,SA,Atlanta,Middle,88.87
3/1/98,SA,Atlanta,Middle,89.69
4/1/98,SA,Atlanta,Middle,90.18
5/1/98,SA,Atlanta,Middle,90.8
6/1/98,SA,Atlanta,Middle,90.97
7/1/98,SA,Atlanta,Middle,91.26
8/1/98,SA,Atlanta,Middle,91.51
9/1/98,SA,Atlanta,Middle,91.82
10/1/98,SA,Atlanta,Middle,92.36
11/1/98,SA,Atlanta,Middle,92.89
12/1/98,SA,Atlanta,Middle,93.33
1/1/99,SA,Atlanta,Middle,93.67
2/1/99,SA,Atlanta,Middle,94.12
3/1/99,SA,Atlanta,Middle,95.13
4/1/99,SA,Atlanta,Middle,95.67
5/1/99,SA,Atlanta,Middle,96.11
6/1/99,SA,Atlanta,Middle,96.48
7/1/99,SA,Atlanta,Middle,96.84
8/1/99,SA,Atlanta,Middle,97.23
9/1/99,SA,Atlanta,Middle,97.79
10/1/99,SA,Atlanta,Middle,98.47
11/1/99,SA,Atlanta,Middle,99.27
12/1/99,SA,Atlanta,Middle,99.94
1/1/00,SA,Atlanta,Middle,100.38
2/1/00,SA,Atlanta,Middle,100.75
3/1/00,SA,Atlanta,Middle,101.34
4/1/00,SA,Atlanta,Middle,101.88
5/1/00,SA,Atlanta,Middle,102.52
6/1/00,SA,Atlanta,Middle,103.51
7/1/00,SA,Atlanta,Middle,104.01
8/1/00,SA,Atlanta,Middle,104.55
9/1/00,SA,Atlanta,Middle,104.75
10/1/00,SA,Atlanta,Middle,105.35
11/1/00,SA,Atlanta,Middle,105.71
12/1/00,SA,Atlanta,Middle,106.39
1/1/01,SA,Atlanta,Middle,106.86
2/1/01,SA,Atlanta,Middle,107.29
3/1/01,SA,Atlanta,Middle,107.48
4/1/01,SA,Atlanta,Middle,107.9
5/1/01,SA,Atlanta,Middle,108.42
6/1/01,SA,Atlanta,Middle,109.03
7/1/01,SA,Atlanta,Middle,109.61
8/1/01,SA,Atlanta,Middle,109.94
9/1/01,SA,Atlanta,Middle,110.2
10/1/01,SA,Atlanta,Middle,110.54
11/1/01,SA,Atlanta,Middle,110.67
12/1/01,SA,Atlanta,Middle,110.91
1/1/02,SA,Atlanta,Middle,111.35
2/1/02,SA,Atlanta,Middle,112.13
3/1/02,SA,Atlanta,Middle,112.83
4/1/02,SA,Atlanta,Middle,113.3
5/1/02,SA,Atlanta,Middle,113.3
6/1/02,SA,Atlanta,Middle,113.58
7/1/02,SA,Atlanta,Middle,113.61
8/1/02,SA,Atlanta,Middle,114.37
9/1/02,SA,Atlanta,Middle,114.73
10/1/02,SA,Atlanta,Middle,114.78
11/1/02,SA,Atlanta,Middle,114.7
12/1/02,SA,Atlanta,Middle,115.39
1/1/03,SA,Atlanta,Middle,115.86
2/1/03,SA,Atlanta,Middle,116.19
3/1/03,SA,Atlanta,Middle,116.35
4/1/03,SA,Atlanta,Middle,116.28
5/1/03,SA,Atlanta,Middle,116.62
6/1/03,SA,Atlanta,Middle,116.68
7/1/03,SA,Atlanta,Middle,116.8
8/1/03,SA,Atlanta,Middle,117.01
9/1/03,SA,Atlanta,Middle,117.46
10/1/03,SA,Atlanta,Middle,117.63
11/1/03,SA,Atlanta,Middle,118.01
12/1/03,SA,Atlanta,Middle,118.4
1/1/04,SA,Atlanta,Middle,118.87
2/1/04,SA,Atlanta,Middle,118.93
3/1/04,SA,Atlanta,Middle,119.28
4/1/04,SA,Atlanta,Middle,119.47
5/1/04,SA,Atlanta,Middle,119.66
6/1/04,SA,Atlanta,Middle,119.55
7/1/04,SA,Atlanta,Middle,120.02
8/1/04,SA,Atlanta,Middle,120.43
9/1/04,SA,Atlanta,Middle,120.73
10/1/04,SA,Atlanta,Middle,120.93
11/1/04,SA,Atlanta,Middle,121.07
12/1/04,SA,Atlanta,Middle,121.89
1/1/05,SA,Atlanta,Middle,122.39
2/1/05,SA,Atlanta,Middle,123.3
3/1/05,SA,Atlanta,Middle,123.75
4/1/05,SA,Atlanta,Middle,124.44
5/1/05,SA,Atlanta,Middle,124.79
6/1/05,SA,Atlanta,Middle,125.39
7/1/05,SA,Atlanta,Middle,125.19
8/1/05,SA,Atlanta,Middle,125.23
9/1/05,SA,Atlanta,Middle,125.33
10/1/05,SA,Atlanta,Middle,125.89
11/1/05,SA,Atlanta,Middle,126.3
12/1/05,SA,Atlanta,Middle,127.06
1/1/06,SA,Atlanta,Middle,127.89
2/1/06,SA,Atlanta,Middle,128.6
3/1/06,SA,Atlanta,Middle,128.98
4/1/06,SA,Atlanta,Middle,129.99
5/1/06,SA,Atlanta,Middle,130.14
6/1/06,SA,Atlanta,Middle,130.12
7/1/06,SA,Atlanta,Middle,129.9
8/1/06,SA,Atlanta,Middle,129.83
9/1/06,SA,Atlanta,Middle,129.84
10/1/06,SA,Atlanta,Middle,130.28
11/1/06,SA,Atlanta,Middle,130.54
12/1/06,SA,Atlanta,Middle,131.27
1/1/07,SA,Atlanta,Middle,131.52
2/1/07,SA,Atlanta,Middle,132.47
3/1/07,SA,Atlanta,Middle,132.66
4/1/07,SA,Atlanta,Middle,132.63
5/1/07,SA,Atlanta,Middle,131.8
6/1/07,SA,Atlanta,Middle,131.65
7/1/07,SA,Atlanta,Middle,130.89
8/1/07,SA,Atlanta,Middle,130.76
9/1/07,SA,Atlanta,Middle,130.55
10/1/07,SA,Atlanta,Middle,130.03
11/1/07,SA,Atlanta,Middle,128.53
12/1/07,SA,Atlanta,Middle,127.18
1/1/08,SA,Atlanta,Middle,127.02
2/1/08,SA,Atlanta,Middle,125.64
3/1/08,SA,Atlanta,Middle,125.17
4/1/08,SA,Atlanta,Middle,123.08
5/1/08,SA,Atlanta,Middle,122.59
6/1/08,SA,Atlanta,Middle,120.05
7/1/08,SA,Atlanta,Middle,118.61
8/1/08,SA,Atlanta,Middle,117.77
9/1/08,SA,Atlanta,Middle,117.18
10/1/08,SA,Atlanta,Middle,115.68
11/1/08,SA,Atlanta,Middle,113.88
12/1/08,SA,Atlanta,Middle,110.84
1/1/09,SA,Atlanta,Middle,107.51
2/1/09,SA,Atlanta,Middle,105.05
3/1/09,SA,Atlanta,Middle,103.52
4/1/09,SA,Atlanta,Middle,102.38
5/1/09,SA,Atlanta,Middle,100.93
6/1/09,SA,Atlanta,Middle,100.68
7/1/09,SA,Atlanta,Middle,102.74
8/1/09,SA,Atlanta,Middle,104.03
9/1/09,SA,Atlanta,Middle,103.98
10/1/09,SA,Atlanta,Middle,103.41
11/1/09,SA,Atlanta,Middle,104.42
12/1/09,SA,Atlanta,Middle,105.48
1/1/10,SA,Atlanta,Middle,105.78
2/1/10,SA,Atlanta,Middle,104.7
3/1/10,SA,Atlanta,Middle,102.43
4/1/10,SA,Atlanta,Middle,102.96
5/1/10,SA,Atlanta,Middle,103.07
6/1/10,SA,Atlanta,Middle,102.58
7/1/10,SA,Atlanta,Middle,100.99
8/1/10,SA,Atlanta,Middle,98.26
9/1/10,SA,Atlanta,Middle,95.83
10/1/10,SA,Atlanta,Middle,95.05
11/1/10,SA,Atlanta,Middle,94.42
12/1/10,SA,Atlanta,Middle,93.63
1/1/11,SA,Atlanta,Middle,92.78
2/1/11,SA,Atlanta,Middle,93.65
3/1/11,SA,Atlanta,Middle,92.39
4/1/11,SA,Atlanta,Middle,92.44
5/1/11,SA,Atlanta,Middle,90.75
6/1/11,SA,Atlanta,Middle,90.83
7/1/11,SA,Atlanta,Middle,90.04
8/1/11,SA,Atlanta,Middle,87.8
9/1/11,SA,Atlanta,Middle,81.89
10/1/11,SA,Atlanta,Middle,80.18
11/1/11,SA,Atlanta,Middle,79.41
12/1/11,SA,Atlanta,Middle,78.28
1/1/12,SA,Atlanta,Middle,76.98
2/1/12,SA,Atlanta,Middle,75.86
3/1/12,SA,Atlanta,Middle,75.65
4/1/12,SA,Atlanta,Middle,75.44
5/1/12,SA,Atlanta,Middle,76.66
6/1/12,SA,Atlanta,Middle,77.23
7/1/12,SA,Atlanta,Middle,78.23
8/1/12,SA,Atlanta,Middle,79.69
9/1/12,SA,Atlanta,Middle,81.74
10/1/12,SA,Atlanta,Middle,83.37
11/1/12,SA,Atlanta,Middle,84.75
12/1/12,SA,Atlanta,Middle,86.33
1/1/13,SA,Atlanta,Middle,88.49
2/1/13,SA,Atlanta,Middle,90.5
3/1/13,SA,Atlanta,Middle,92.06
4/1/13,SA,Atlanta,Middle,94.25
5/1/13,SA,Atlanta,Middle,95.62
6/1/13,SA,Atlanta,Middle,97.4
7/1/13,SA,Atlanta,Middle,99.24
8/1/13,SA,Atlanta,Middle,101.83
9/1/13,SA,Atlanta,Middle,103.6
10/1/13,SA,Atlanta,Middle,105.16
11/1/13,SA,Atlanta,Middle,105.84
12/1/13,SA,Atlanta,Middle,106.56
1/1/14,SA,Atlanta,Middle,106.73
2/1/14,SA,Atlanta,Middle,107.02
3/1/14,SA,Atlanta,Middle,108.04
4/1/14,SA,Atlanta,Middle,108.25
5/1/14,SA,Atlanta,Middle,108.31
6/1/14,SA,Atlanta,Middle,108.13
7/1/14,SA,Atlanta,Middle,108.47
8/1/14,SA,Atlanta,Middle,108.51
9/1/14,SA,Atlanta,Middle,109.13
10/1/14,SA,Atlanta,Middle,109.95
11/1/14,SA,Atlanta,Middle,111.44
12/1/14,SA,Atlanta,Middle,112.15
1/1/15,SA,Atlanta,Middle,113.53
2/1/15,SA,Atlanta,Middle,114.42
3/1/15,SA,Atlanta,Middle,115.17
4/1/15,SA,Atlanta,Middle,115.62
5/1/15,SA,Atlanta,Middle,115.62
6/1/15,SA,Atlanta,Middle,115.4
7/1/15,SA,Atlanta,Middle,115.52
8/1/15,SA,Atlanta,Middle,116.29
9/1/15,SA,Atlanta,Middle,117.22
10/1/15,SA,Atlanta,Middle,118.19
11/1/15,SA,Atlanta,Middle,118.82
1/1/93,NSA,Atlanta,Low,66.71
2/1/93,NSA,Atlanta,Low,66.65
3/1/93,NSA,Atlanta,Low,66.93
4/1/93,NSA,Atlanta,Low,66.93
5/1/93,NSA,Atlanta,Low,67.46
6/1/93,NSA,Atlanta,Low,67.51
7/1/93,NSA,Atlanta,Low,67.89
8/1/93,NSA,Atlanta,Low,68.08
9/1/93,NSA,Atlanta,Low,68.19
10/1/93,NSA,Atlanta,Low,68.41
11/1/93,NSA,Atlanta,Low,69
12/1/93,NSA,Atlanta,Low,69.72
1/1/94,NSA,Atlanta,Low,69.84
2/1/94,NSA,Atlanta,Low,70.05
3/1/94,NSA,Atlanta,Low,69.46
4/1/94,NSA,Atlanta,Low,70.29
5/1/94,NSA,Atlanta,Low,70.53
6/1/94,NSA,Atlanta,Low,71.1
7/1/94,NSA,Atlanta,Low,71.11
8/1/94,NSA,Atlanta,Low,71.36
9/1/94,NSA,Atlanta,Low,71.23
10/1/94,NSA,Atlanta,Low,71.81
11/1/94,NSA,Atlanta,Low,72.03
12/1/94,NSA,Atlanta,Low,72.16
1/1/95,NSA,Atlanta,Low,72.27
2/1/95,NSA,Atlanta,Low,72.71
3/1/95,NSA,Atlanta,Low,73.23
4/1/95,NSA,Atlanta,Low,73.58
5/1/95,NSA,Atlanta,Low,73.81
6/1/95,NSA,Atlanta,Low,74.21
7/1/95,NSA,Atlanta,Low,74.49
8/1/95,NSA,Atlanta,Low,74.84
9/1/95,NSA,Atlanta,Low,75.25
10/1/95,NSA,Atlanta,Low,75.77
11/1/95,NSA,Atlanta,Low,76.03
12/1/95,NSA,Atlanta,Low,76.21
1/1/96,NSA,Atlanta,Low,76.58
2/1/96,NSA,Atlanta,Low,76.97
3/1/96,NSA,Atlanta,Low,77.58
4/1/96,NSA,Atlanta,Low,78.1
5/1/96,NSA,Atlanta,Low,78.51
6/1/96,NSA,Atlanta,Low,78.75
7/1/96,NSA,Atlanta,Low,78.81
8/1/96,NSA,Atlanta,Low,79.04
9/1/96,NSA,Atlanta,Low,79.37
10/1/96,NSA,Atlanta,Low,79.42
11/1/96,NSA,Atlanta,Low,79.57
12/1/96,NSA,Atlanta,Low,79.75
1/1/97,NSA,Atlanta,Low,79.89
2/1/97,NSA,Atlanta,Low,80.53
3/1/97,NSA,Atlanta,Low,80.66
4/1/97,NSA,Atlanta,Low,81.99
5/1/97,NSA,Atlanta,Low,82.5
6/1/97,NSA,Atlanta,Low,82.7
7/1/97,NSA,Atlanta,Low,82.88
8/1/97,NSA,Atlanta,Low,83.36
9/1/97,NSA,Atlanta,Low,83.73
10/1/97,NSA,Atlanta,Low,84.05
11/1/97,NSA,Atlanta,Low,84.32
12/1/97,NSA,Atlanta,Low,84.29
1/1/98,NSA,Atlanta,Low,84.23
2/1/98,NSA,Atlanta,Low,84.49
3/1/98,NSA,Atlanta,Low,84.8
4/1/98,NSA,Atlanta,Low,85.21
5/1/98,NSA,Atlanta,Low,85.79
6/1/98,NSA,Atlanta,Low,86.8
7/1/98,NSA,Atlanta,Low,88.13
8/1/98,NSA,Atlanta,Low,88.9
9/1/98,NSA,Atlanta,Low,89.43
10/1/98,NSA,Atlanta,Low,89.88
11/1/98,NSA,Atlanta,Low,90.1
12/1/98,NSA,Atlanta,Low,91.28
1/1/99,NSA,Atlanta,Low,91.61
2/1/99,NSA,Atlanta,Low,92.29
3/1/99,NSA,Atlanta,Low,92.6
4/1/99,NSA,Atlanta,Low,93.11
5/1/99,NSA,Atlanta,Low,94.09
6/1/99,NSA,Atlanta,Low,94.7
7/1/99,NSA,Atlanta,Low,95.47
8/1/99,NSA,Atlanta,Low,96.53
9/1/99,NSA,Atlanta,Low,97.65
10/1/99,NSA,Atlanta,Low,98.07
11/1/99,NSA,Atlanta,Low,98.78
12/1/99,NSA,Atlanta,Low,99.15
1/1/00,NSA,Atlanta,Low,100
2/1/00,NSA,Atlanta,Low,100.67
3/1/00,NSA,Atlanta,Low,101.36
4/1/00,NSA,Atlanta,Low,102.97
5/1/00,NSA,Atlanta,Low,103.86
6/1/00,NSA,Atlanta,Low,104.82
7/1/00,NSA,Atlanta,Low,105.34
8/1/00,NSA,Atlanta,Low,106
9/1/00,NSA,Atlanta,Low,106.64
10/1/00,NSA,Atlanta,Low,107.23
11/1/00,NSA,Atlanta,Low,108.15
12/1/00,NSA,Atlanta,Low,108.94
1/1/01,NSA,Atlanta,Low,109.77
2/1/01,NSA,Atlanta,Low,109.99
3/1/01,NSA,Atlanta,Low,110.42
4/1/01,NSA,Atlanta,Low,111.51
5/1/01,NSA,Atlanta,Low,111.96
6/1/01,NSA,Atlanta,Low,112.83
7/1/01,NSA,Atlanta,Low,113.16
8/1/01,NSA,Atlanta,Low,113.97
9/1/01,NSA,Atlanta,Low,114.46
10/1/01,NSA,Atlanta,Low,114.71
11/1/01,NSA,Atlanta,Low,115.15
12/1/01,NSA,Atlanta,Low,115.53
1/1/02,NSA,Atlanta,Low,116.23
2/1/02,NSA,Atlanta,Low,116.89
3/1/02,NSA,Atlanta,Low,117.45
4/1/02,NSA,Atlanta,Low,118.27
5/1/02,NSA,Atlanta,Low,119.07
6/1/02,NSA,Atlanta,Low,120.12
7/1/02,NSA,Atlanta,Low,120.8
8/1/02,NSA,Atlanta,Low,121.18
9/1/02,NSA,Atlanta,Low,121.2
10/1/02,NSA,Atlanta,Low,121.34
11/1/02,NSA,Atlanta,Low,122.07
12/1/02,NSA,Atlanta,Low,122.19
1/1/03,NSA,Atlanta,Low,122.45
2/1/03,NSA,Atlanta,Low,122.21
3/1/03,NSA,Atlanta,Low,122.57
4/1/03,NSA,Atlanta,Low,122.43
5/1/03,NSA,Atlanta,Low,123.28
6/1/03,NSA,Atlanta,Low,124.11
7/1/03,NSA,Atlanta,Low,124.57
8/1/03,NSA,Atlanta,Low,125.59
9/1/03,NSA,Atlanta,Low,125.69
10/1/03,NSA,Atlanta,Low,125.78
11/1/03,NSA,Atlanta,Low,125.7
12/1/03,NSA,Atlanta,Low,125.54
1/1/04,NSA,Atlanta,Low,126.62
2/1/04,NSA,Atlanta,Low,126.73
3/1/04,NSA,Atlanta,Low,127.33
4/1/04,NSA,Atlanta,Low,127.89
5/1/04,NSA,Atlanta,Low,127.98
6/1/04,NSA,Atlanta,Low,128.15
7/1/04,NSA,Atlanta,Low,127.95
